uria,lv,pi,ccs,pbcr,se,iraj,male,multi,condo,sfam,race,denied
10.60000038,0.203045685,16,1,0,0,1,1,0,0,1,0,0
3.099999905,0.843283582,36,1,0,0,1,1,0,0,1,0,0
2,0.734210526,36,1,0,0,1,1,0,0,1,0,0
3.900000095,0.790697674,30,1,0,0,0,0,0,0,1,1,0
3.900000095,0.695364238,40,1,0,0,0,1,0,0,1,0,0
3.200000048,0.841584158,37,1,0,0,0,1,0,1,0,0,0
3.200000048,1.109090909,39,3,0,0,0,1,1,0,0,1,1
3.200000048,0.473684211,28,1,0,1,1,1,0,0,1,0,0
3.900000095,0.936416185,23,1,0,0,0,1,1,0,0,1,0
3.200000048,0.514705882,43,5,1,0,0,1,0,0,1,0,0
3.200000048,0.863387978,36,1,1,0,0,1,0,0,1,0,0
4.300000191,0.631067961,24,1,0,1,0,1,0,0,1,0,0
4.300000191,0.651079137,47,1,0,1,0,1,0,0,1,0,0
3.200000048,0.643835616,8,4,0,0,0,1,0,1,0,1,0
5.300000191,0.566666667,24,1,0,0,0,1,0,0,1,0,0
3.200000048,0.653179191,22,1,0,0,0,1,0,0,1,0,0
3.200000048,0.32,14,1,0,0,0,1,0,0,1,0,0
3.099999905,0.289256198,21,1,0,0,0,1,0,0,1,0,0
3.099999905,0.629496403,0,1,0,0,0,1,0,0,1,0,0
3.099999905,0.783333333,21.02000046,1,0,0,1,1,0,1,0,0,1
2,0.892857143,37.09999847,2,0,0,1,1,0,0,1,1,1
3.900000095,0.147692308,39.45000076,1,0,0,1,1,0,1,0,0,0
3.099999905,0.690140845,5.659999847,4,0,0,1,1,0,1,0,1,0
8.899999619,0.889655172,35,2,0,0,0,1,0,0,1,1,1
3.200000048,0.625,30,1,0,0,0,0,0,0,1,0,0
3.200000048,0.8,36,2,0,0,0,1,0,0,1,0,0
4.300000191,0.551020408,28,2,0,0,0,1,0,0,1,0,0
3.900000095,0.796875,26,1,0,0,0,1,0,0,1,0,0
3.900000095,0.688888889,28,2,0,0,0,1,0,0,1,0,0
3.200000048,0.328947368,30.44000053,2,0,1,0,1,0,0,1,0,0
4.300000191,0.306748466,31.36000061,2,0,0,0,1,0,0,1,0,0
3.099999905,0.761904762,30.22999954,5,0,0,0,1,0,0,1,0,0
3.200000048,0.453333333,19.95000076,2,0,0,0,1,0,1,0,0,0
3.200000048,0.714285714,27.45000076,6,0,0,0,0,0,0,1,0,0
2,0.802919708,31.79999924,3,0,0,1,1,0,0,1,0,1
1.799999952,0.6,45,6,0,0,0,0,0,0,1,0,0
3.099999905,0.7,35.68999863,1,0,0,0,1,0,0,1,0,0
4.300000191,0.663507109,25.39999962,1,0,0,0,1,0,0,1,0,0
1.799999952,0.338709677,28,1,0,0,0,1,0,0,1,0,0
3.200000048,1.182432432,41.68000031,5,0,1,1,1,0,0,1,0,1
10.60000038,0.627272727,38.86000061,2,0,0,1,1,0,0,1,0,1
3.200000048,0.731428571,34.08000183,2,0,0,1,1,0,0,1,0,1
3.900000095,0.946153846,49,6,0,0,1,0,1,0,0,1,1
2,0.831932773,27,1,0,0,0,1,0,1,0,0,0
3.900000095,0.884393064,35,1,0,0,0,1,0,0,1,0,1
3.200000048,0.85106383,56,6,1,1,1,1,1,0,0,1,1
2,0.772532189,33,1,0,0,1,1,0,0,1,1,0
3.200000048,0.23125,41,6,0,0,0,0,0,1,0,1,0
2,0.550387597,35,1,0,0,0,1,0,1,0,0,0
3.099999905,0.8,32,3,0,0,1,1,0,1,0,0,0
3.200000048,0.8,32,1,0,0,0,0,0,1,0,0,1
3.900000095,0.904,37,1,0,0,0,1,0,1,0,0,0
3.200000048,0.902298851,35,6,1,0,1,0,0,1,0,1,0
3.200000048,0.904347826,44,6,1,0,1,0,0,1,0,1,0
1.799999952,0.892561984,40,6,1,0,1,0,0,1,0,1,0
3.200000048,0.797468354,32,3,0,0,1,1,1,0,0,0,0
3.900000095,0.898876405,39,2,1,0,1,1,0,1,0,1,0
1.799999952,0.714285714,29,1,0,0,1,1,0,1,0,1,0
3.200000048,0.952,41,5,1,0,1,0,0,1,0,1,0
3.200000048,0.751824818,35,1,0,0,1,0,0,1,0,1,0
10.60000038,0.833333333,25,3,0,0,1,1,0,1,0,1,0
3.200000048,0.8,40,5,0,0,1,0,0,1,0,0,0
3.200000048,0.854748603,32,5,0,0,1,1,0,1,0,1,0
1.799999952,0.910447761,43,5,1,1,1,1,0,1,0,1,0
2,0.899441341,41,6,1,0,1,1,0,1,0,1,0
3.200000048,0.944751381,36,1,0,0,0,1,1,0,0,0,1
3.200000048,0.881889764,49,5,0,0,1,1,0,1,0,0,0
5.300000191,0.9,41,1,0,0,1,1,0,1,0,1,0
10.60000038,0.411428571,23,1,0,0,0,1,1,0,0,0,0
3.200000048,0.8875,28,1,0,0,1,1,0,1,0,1,0
1.799999952,0.79389313,41,1,0,0,0,1,0,1,0,0,0
3.200000048,0.637168142,26,2,0,1,0,1,0,0,1,0,0
1.799999952,0.8046875,36.70000076,6,1,0,0,0,0,1,0,0,1
3.200000048,0.215053763,39,1,0,0,1,1,0,1,0,0,0
3.599999905,0.625,37,1,0,0,1,1,0,1,0,0,0
3.900000095,0.02,33,1,0,0,0,1,0,1,0,0,0
3.200000048,0.78125,28,3,0,0,0,1,0,0,1,0,0
4.300000191,0.78125,36,1,0,0,0,0,0,1,0,0,0
10.60000038,0.65631068,35,2,0,0,0,1,0,0,1,0,0
4.300000191,0.780141844,32,1,0,0,0,1,0,0,1,0,0
3.200000048,0.2,38,1,0,0,1,1,0,1,0,0,0
4.300000191,0.847222222,35,1,0,0,1,1,0,0,1,0,0
3.200000048,0.547263682,36,1,0,0,0,1,0,0,1,0,0
3.099999905,0.640410959,25,1,0,0,0,1,0,0,1,0,0
4.300000191,0.881889764,47,2,0,0,1,1,0,1,0,1,0
3.200000048,0.738636364,29,1,0,0,0,0,0,1,0,0,0
3.900000095,0.656976744,25,1,0,0,0,1,0,0,1,0,0
5.300000191,0.607142857,26,2,0,0,0,1,0,0,1,0,0
3.200000048,0.395017794,29,2,0,0,0,1,0,0,1,0,0
10.60000038,0.717241379,29,1,0,1,1,1,0,0,1,0,0
3.200000048,0.740331492,27,2,0,0,0,1,0,0,1,0,0
10.60000038,0.634517767,29,1,0,0,0,1,0,0,1,0,0
4.300000191,0.930232558,25,1,0,0,1,1,0,0,1,0,0
4.300000191,0.617449664,22,2,0,0,0,1,0,0,1,0,0
3.200000048,0.702290076,37,1,0,0,0,1,0,0,1,0,0
4.300000191,0.918518519,40,2,0,0,1,0,0,0,1,0,0
1.799999952,0.68,47,1,0,1,1,1,1,0,0,0,0
4.300000191,0.696969697,29,1,0,0,0,1,0,0,1,0,0
3.200000048,1,36,1,0,0,0,1,0,0,1,0,1
4.300000191,0.730337079,32,1,0,0,0,1,0,0,1,0,0
3.200000048,0.434782609,38,2,0,1,0,1,0,0,1,0,0
3.200000048,0.568527919,47,2,0,0,0,1,1,0,0,0,0
4.300000191,0.653266332,37,2,0,1,0,1,0,0,1,0,1
3.099999905,0.640167364,40,1,0,0,0,1,0,0,1,0,0
3.099999905,0.401459854,37,2,0,1,0,1,0,0,1,0,0
10.60000038,0.802919708,35,2,0,0,1,1,0,0,1,0,0
3.599999905,0.786885246,41,2,0,0,0,1,0,1,0,0,0
3.099999905,0.666666667,41,2,0,0,1,1,0,0,1,0,0
4.300000191,0.754098361,32,4,0,0,0,1,0,0,1,1,0
3.200000048,0.904,34,1,0,0,0,1,0,0,1,0,0
3.099999905,0.866666667,28,2,0,0,0,1,1,0,0,0,0
10.60000038,0.839416058,39,2,0,0,0,1,0,0,1,0,0
3.200000048,0.162790698,23.89999962,5,0,0,1,0,0,0,1,0,0
2,0.9,53.70000076,6,0,0,0,0,1,0,0,1,1
8.899999619,0.40625,33.09999847,1,0,1,1,1,0,0,1,0,0
3.099999905,0.555555556,35.5,6,0,0,0,1,0,0,1,0,0
3.900000095,0.896,40.88999939,5,0,0,0,1,0,0,1,0,0
10.60000038,0.781395349,14.39000034,1,0,1,1,1,1,0,0,0,0
3.099999905,0.102564103,16.5,1,0,0,1,1,0,1,0,0,0
3.200000048,0.49122807,30.70000076,1,0,0,0,1,0,0,1,0,0
3.200000048,0.679824561,23.5,1,0,0,1,1,0,0,1,0,0
3.200000048,0.553097345,31.29999924,1,0,0,0,1,0,0,1,0,0
5.300000191,0.669354839,26.60000038,2,0,0,0,1,0,0,1,0,0
3.099999905,0.747663551,23.10000038,4,0,1,0,1,0,0,1,0,0
1.799999952,0.578703704,30.39999962,1,0,0,0,1,0,0,1,0,0
1.799999952,0.522821577,34.70000076,1,0,0,0,1,0,0,1,0,0
3.599999905,0.484764543,35.09999847,1,0,1,1,1,0,0,1,0,0
3.900000095,0.94520548,32.09999847,1,1,0,0,1,0,0,1,0,0
4.300000191,0.553648069,38.09999847,1,0,0,0,1,0,0,1,0,0
3.200000048,0.718562874,34.70000076,1,0,0,1,0,1,0,0,1,0
2,0.869565217,47.20000076,2,0,0,0,1,0,1,0,0,1
1.799999952,0.951351351,42.5,6,0,0,1,1,0,0,1,1,1
3.099999905,0.798387097,31.89999962,1,0,0,1,1,0,0,1,0,0
3.200000048,0.480769231,6.989999771,5,0,1,1,0,0,0,1,0,0
3.900000095,0.93877551,34.09999847,4,0,0,0,1,0,0,1,0,0
4.300000191,0.204081633,34.90000153,1,0,0,0,1,0,0,1,0,0
3.200000048,0.864,33.79999924,1,0,0,1,1,0,0,1,0,0
3.200000048,0.792079208,25,1,0,0,1,1,0,1,0,1,0
3.200000048,0.798122066,39.59999847,1,0,0,0,1,0,0,1,1,0
3.200000048,0.8,39,1,0,1,1,1,0,0,1,0,0
3.599999905,0.710659899,27.5,1,0,0,1,1,0,1,0,0,0
3.200000048,0.802631579,31.04999924,5,0,0,1,0,0,1,0,0,0
4.300000191,0.783783784,46.79999924,5,0,0,1,1,0,1,0,0,0
3.200000048,0.743169399,38.86000061,1,0,1,1,1,0,0,1,1,0
3.200000048,0.789473684,69.19999695,1,0,1,1,1,0,0,1,0,0
3.200000048,0.899280576,57.59999847,6,0,0,1,1,0,1,0,1,1
10.60000038,0.75,35.40999985,1,0,0,1,1,0,1,0,0,0
2,0.951923077,47.90000153,6,0,0,1,0,0,1,0,1,1
3.200000048,0.888157895,32.79999924,1,0,0,1,1,1,0,0,1,0
1.799999952,0.724087591,32.90000153,1,0,0,1,0,1,0,0,0,0
1.799999952,0.750877193,35.59999847,1,0,0,1,1,0,0,1,0,0
4.300000191,0.861111111,36.29999924,1,0,0,0,0,0,0,1,1,1
4.300000191,0.95,25.39999962,1,0,0,1,1,1,0,0,1,0
1.799999952,0.35483871,26.39999962,1,0,0,1,1,0,1,0,1,0
4.300000191,0.348837209,17.29999924,1,0,0,0,0,0,1,0,0,0
3.200000048,0.859375,36.5,1,0,0,1,1,0,0,1,0,0
3.200000048,1.046428571,28.20000076,6,0,0,1,0,1,0,0,1,1
3.099999905,0.793565684,40.5,1,0,0,1,1,0,0,1,0,0
3.200000048,0.782051282,25.20000076,1,0,0,1,1,0,1,0,0,0
3.200000048,0.68,24.79999924,4,0,0,0,0,0,1,0,1,0
4.300000191,0.279069767,39.09999847,1,0,0,1,0,0,1,0,0,0
3.900000095,0.595959596,28.29999924,4,0,0,0,0,0,1,0,0,0
1.799999952,0.652173913,30.39999962,1,0,0,0,1,0,0,1,0,0
3.200000048,0.8,5.599999905,6,0,0,1,1,0,0,1,1,0
1.799999952,0.8,38.40000153,1,0,0,0,0,0,1,0,0,0
3.200000048,0.754601227,58.40000153,6,0,0,1,1,0,0,1,0,1
4.300000191,0.7907743,26.29999924,1,0,0,1,1,0,1,0,0,0
3.200000048,0.9,20.10000038,1,0,0,0,0,1,0,0,1,0
3.599999905,0.666666667,25.27000046,1,0,0,0,0,0,1,0,0,0
3.599999905,0.928571429,44.20000076,1,0,0,0,1,1,0,0,1,1
1.799999952,0.801526718,31.60000038,1,0,0,1,1,0,0,1,0,0
3.200000048,0.875,35.79999924,1,0,0,0,1,0,1,0,0,0
3.900000095,0.794520548,36.90000153,1,0,0,0,1,0,0,1,0,0
1.799999952,0.75,22.20000076,1,0,0,0,1,0,1,0,0,0
3.200000048,0.664516129,25.29999924,6,0,0,1,1,0,1,0,0,0
3.200000048,0.576470588,18.39999962,6,0,0,1,0,0,1,0,0,0
3.200000048,0.9,25.20000076,5,0,0,0,0,1,0,0,1,1
3.900000095,0.864197531,20.29999924,1,0,0,0,0,1,0,0,1,0
3.200000048,0.887096774,40,1,0,0,0,1,0,1,0,0,0
3.200000048,0.793103448,34,1,0,0,0,1,0,0,1,0,0
3.099999905,0.798969072,34,3,0,0,0,1,1,0,0,0,0
3.200000048,0.8,30.37000084,6,1,0,1,1,0,0,1,0,1
10.60000038,0.701886793,41,1,0,1,0,1,0,1,0,0,0
10.60000038,1,18,6,1,0,0,1,0,1,0,0,1
3.200000048,0.769565217,41,2,0,0,0,1,1,0,0,0,0
4.300000191,0.711111111,40,2,0,1,0,1,0,0,1,0,0
3.200000048,0.776978417,31,2,0,0,0,0,0,0,1,0,0
3.900000095,0.463235294,53,1,0,0,0,1,0,0,1,0,0
3.200000048,0.593939394,34.5,2,0,0,0,0,0,0,1,1,0
3.099999905,0.789808917,32.58000183,2,0,0,0,1,0,0,1,0,0
2,0.613333333,39.24000168,1,0,0,0,1,0,1,0,0,0
3.200000048,0.358744395,22.51000023,1,0,0,0,1,0,0,1,0,0
4.300000191,0.775423729,38.16999817,1,1,0,0,1,0,0,1,0,0
3.900000095,0.902439024,33.75,1,0,0,0,1,0,0,1,1,0
3.200000048,0.911764706,16,2,0,0,1,0,0,0,1,0,0
4.300000191,1.111111111,30,4,0,0,1,0,0,0,1,1,1
1.799999952,0.547945206,10,1,0,1,1,1,0,0,1,0,0
3.200000048,0.939189189,20,3,0,0,1,1,0,1,0,0,0
3.200000048,0.728643216,8,1,0,0,1,1,0,1,0,0,0
3.599999905,0.783289817,10,2,0,1,1,1,0,0,1,0,0
2,1.224637681,17,2,0,0,1,1,0,0,1,1,0
3.200000048,0.945812808,46,6,0,0,1,1,1,0,0,1,1
5.300000191,0.796825397,38,3,0,0,1,1,1,0,0,0,0
5.300000191,0.797752809,29,1,0,0,1,1,0,0,1,0,0
1.799999952,0.786363636,33,5,0,0,1,1,1,0,0,1,0
3.200000048,0.922077922,37,2,0,0,1,1,0,1,0,0,0
1.799999952,0.681481482,36,1,0,0,1,0,0,1,0,0,0
3.200000048,0.892857143,25,2,0,0,1,1,0,1,0,0,0
1.799999952,0.795238095,37,3,0,0,1,1,1,0,0,1,0
3.200000048,0.874418605,37,1,0,0,1,1,1,0,0,1,0
2,0.8,36,6,1,0,1,1,0,0,1,0,1
3.099999905,0.890909091,39,1,0,0,1,1,0,0,1,0,0
3.200000048,0.792592593,28,2,0,0,1,1,0,0,1,1,0
3.200000048,0.870786517,36,1,0,0,1,1,1,0,0,1,0
3.200000048,0.775362319,38,2,0,0,1,1,0,1,0,0,0
3.200000048,0.8,40,2,0,1,1,1,0,1,0,0,0
3.200000048,0.967741936,20,1,0,0,1,1,1,0,0,0,1
1.799999952,0.8,12,1,0,1,1,0,1,0,0,0,0
3.200000048,0.8,36,1,0,0,1,1,0,0,1,0,0
5.300000191,0.919230769,38,2,0,1,1,1,0,1,0,0,0
3.200000048,0.8,17,1,0,1,1,1,1,0,0,0,0
3.200000048,0.659217877,33,1,0,0,1,0,0,0,1,0,0
2,0.783783784,37,2,0,0,1,1,0,0,1,0,0
3.200000048,0.798611111,22,3,1,1,1,1,0,1,0,1,0
3.200000048,0.423728814,30,1,1,0,1,1,0,0,1,0,0
3.200000048,0.914473684,36,1,0,0,1,0,0,1,0,0,0
3.200000048,0.896174863,41,6,0,0,1,1,0,0,1,0,0
3.099999905,0.912878788,35,1,0,0,1,1,1,0,0,1,0
3.099999905,0.683760684,35,1,0,0,1,0,0,1,0,0,0
3.200000048,0.8,32,1,0,0,1,1,0,0,1,0,0
3.200000048,0.925925926,41,6,1,0,1,1,0,0,1,1,1
4.300000191,0.902702703,32,1,0,0,1,1,1,0,0,1,0
3.200000048,0.896969697,32,1,0,0,1,1,0,0,1,0,0
3.200000048,0.8,30,1,0,1,1,1,1,0,0,1,1
1.799999952,0.876923077,40,3,0,0,1,1,0,0,1,0,0
3.099999905,0.8,33,1,0,0,0,1,0,0,1,1,1
1.799999952,0.902173913,28,1,0,0,1,0,0,0,1,0,0
3.200000048,0.917073171,34,1,0,0,1,1,1,0,0,1,0
10.60000038,0.44,35,2,0,0,1,1,0,0,1,0,0
1.799999952,0.703125,19,1,0,1,1,0,1,0,0,0,0
3.200000048,0.782608696,40,1,0,0,1,0,0,1,0,1,1
1.799999952,0.90080429,30,6,1,1,1,1,0,1,0,1,1
1.799999952,0.874418605,35,4,0,0,0,1,0,1,0,0,0
3.200000048,0.700808625,20,1,0,0,0,1,0,0,1,0,0
3.200000048,0.375,29,1,0,0,0,1,0,0,1,0,0
3.200000048,0.82,36,2,0,0,0,1,0,0,1,0,0
3.200000048,0.35042735,34,1,0,0,0,0,0,0,1,0,0
2,0.396825397,26,2,0,0,0,1,0,0,1,0,0
1.799999952,0.881818182,34,1,0,0,1,1,1,0,0,0,0
3.200000048,0.638879372,28,2,0,0,0,1,0,0,1,0,0
5.300000191,0.891033988,37,1,0,0,0,1,0,0,1,1,0
4.300000191,0.401785714,43,2,0,0,0,1,0,0,1,0,0
3.200000048,0.797297297,27,1,0,1,0,1,0,1,0,0,0
3.900000095,0.461201436,36,1,0,0,0,1,1,0,0,0,0
3.200000048,0.745578231,28,2,0,0,0,0,0,0,1,0,0
3.200000048,0.851536449,27,1,0,0,0,0,0,0,1,0,0
3.200000048,0.639713428,36,1,0,0,0,0,0,0,1,0,0
3.599999905,0.625,35,2,0,0,0,1,0,0,1,0,0
3.200000048,0.85892203,33,1,0,0,0,0,0,0,1,0,0
3.099999905,0.743243243,32,3,0,0,0,1,0,0,1,0,0
3.200000048,0.5,23,1,0,0,0,1,0,0,1,0,0
2,0.487156769,37,2,0,0,0,1,0,0,1,0,0
3.200000048,0.88227182,24,2,0,0,0,1,1,0,0,0,1
10.60000038,0.68,33.11999893,2,0,0,1,1,0,0,1,0,0
3.200000048,0.542857143,35.13000107,5,0,0,1,1,0,0,1,0,1
3.200000048,0.752631579,45.70000076,1,0,0,0,1,0,0,1,0,0
3.099999905,0.902985075,35.24000168,1,0,0,0,1,0,0,1,0,0
10.60000038,0.923076923,41.68999863,2,0,0,0,1,0,0,1,0,1
3.900000095,0.794871795,21.90999985,1,0,0,0,0,0,0,1,0,0
1.799999952,0.602564103,20.52000046,1,0,1,0,1,0,0,1,0,1
5.300000191,0.784482759,46.11000061,2,0,0,1,0,0,1,0,0,0
2,0.576036866,34.65999985,2,0,0,0,1,0,0,1,0,0
3.099999905,0.721649485,31.67000008,1,0,0,0,1,0,0,1,0,0
10.60000038,0.8984375,37.27999878,1,0,0,1,1,0,0,1,0,0
2,0.433566434,66.09999847,1,0,0,1,0,0,0,1,0,0
4.300000191,0.847222222,35.61999893,1,0,0,0,1,0,0,1,0,0
3.099999905,0.895833333,37.45000076,2,0,0,0,1,0,0,1,1,0
10.60000038,0.753968254,31.39999962,1,0,0,0,1,0,0,1,0,1
1.799999952,0.95,38.38999939,1,0,0,1,1,0,0,1,0,1
4.300000191,0.784482759,36.13999939,2,0,0,1,1,0,0,1,0,0
3.900000095,0.711026616,29.21999931,1,0,1,0,1,0,0,1,1,0
3.200000048,0.253164557,26.63999939,1,0,1,0,0,0,0,1,0,0
5.300000191,0.748387097,32.20999908,2,0,0,1,1,0,0,1,0,0
3.900000095,0.838235294,23.11000061,1,0,0,1,1,0,0,1,1,0
3.900000095,0.762962963,36.45000076,2,0,0,0,0,0,0,1,0,0
3.099999905,0.818181818,42.65999985,1,0,0,0,1,0,0,1,0,0
10.60000038,0.772727273,28.97999954,1,0,1,0,1,0,0,1,0,0
3.200000048,0.516528926,81.41999817,3,1,0,1,0,0,0,1,1,0
1.799999952,0.864864865,37.13999939,2,0,1,1,1,0,0,1,1,0
2,0.896341463,29.63999939,1,0,0,0,1,0,0,1,0,0
2,0.804469274,35.34999847,1,0,0,0,1,0,0,1,1,0
3.099999905,0.789115646,34.75,2,0,0,0,1,0,0,1,1,0
3.900000095,0.938547486,49.97000122,1,0,0,0,1,0,0,1,1,0
3.099999905,0.555555556,37.43000031,1,0,0,0,1,0,0,1,0,0
4.300000191,0.87431694,46.77000046,3,0,0,1,1,0,0,1,1,0
10.60000038,0.666666667,10.43000031,4,0,1,0,1,0,0,1,0,1
3.200000048,0.97826087,60.45999908,1,0,1,1,1,1,0,0,0,0
3.200000048,0.899159664,29.3199997,1,0,0,1,1,0,0,1,0,0
1.799999952,0.878048781,33.56000137,1,0,0,0,0,0,0,1,0,0
3.200000048,0.75,41.66999817,5,0,0,0,1,0,0,1,1,1
3.200000048,0.625,25.75,1,0,0,0,1,0,0,1,0,0
3.200000048,0.655502392,35.77000046,1,0,0,0,1,0,0,1,0,0
3.599999905,0.591715976,46.68000031,4,0,0,1,1,0,0,1,0,1
3.099999905,0.323741007,21.60000038,3,0,0,0,1,0,0,1,1,0
1.799999952,0.5859375,27.70000076,2,0,1,1,1,0,0,1,0,0
4.300000191,0.794594595,36,1,0,0,1,1,1,0,0,1,0
3.599999905,0.651162791,27,1,0,0,1,1,0,1,0,0,0
5.300000191,0.707692308,32,2,0,0,1,1,0,0,1,0,0
1.799999952,0.681818182,25,1,0,0,1,0,0,1,0,0,0
1.799999952,0.641350211,50.5,6,0,0,1,1,0,0,1,0,1
3.900000095,0.401234568,32,2,0,0,1,1,0,0,1,1,0
3.200000048,0.6875,35.5,5,1,1,0,1,0,1,0,1,1
3.200000048,0.899082569,41,1,0,0,1,1,0,1,0,1,0
1.799999952,0.896551724,31,1,0,0,1,0,0,0,1,0,0
3.200000048,1,51,1,0,0,1,1,0,1,0,1,1
4.300000191,0.479452055,30,2,0,0,1,0,0,0,1,0,0
3.200000048,0.184794093,19,1,0,0,0,0,0,0,1,0,0
5.300000191,0.954285714,67,6,1,0,1,1,1,0,0,0,1
3.200000048,0.782608696,30,2,0,0,0,0,1,0,0,0,0
3.900000095,0.802816901,18,1,0,0,0,1,0,0,1,1,0
3.599999905,0.736842105,36,1,0,0,0,1,0,0,1,0,0
3.900000095,0.161290323,16,1,0,0,0,1,1,0,0,0,0
3.099999905,0.8,14,1,0,0,0,1,0,0,1,0,0
3.900000095,0.793939394,34,1,0,0,0,1,0,0,1,0,0
3.900000095,0.55,34,1,0,0,0,1,0,0,1,0,0
3.900000095,0.8,32,1,0,0,0,1,0,0,1,1,0
10.60000038,0.154285714,19,1,0,0,0,1,0,0,1,0,0
3.200000048,0.482758621,32,2,0,0,0,1,0,0,1,0,0
3.900000095,0.606060606,73,1,0,0,0,1,0,0,1,0,0
3.900000095,0.8,58,1,0,0,0,1,0,0,1,1,0
3.900000095,0.795774648,30,1,0,0,0,1,0,0,1,0,0
3.599999905,0.86989412,14,1,0,0,0,1,0,0,1,0,0
3.599999905,0.135135135,26,1,0,1,0,1,0,0,1,0,0
3.900000095,0.35,43,2,0,0,0,1,0,0,1,0,0
3.900000095,0.9,45,5,0,0,0,1,1,0,0,1,0
10.60000038,1,47,1,0,0,0,1,0,0,1,0,0
3.900000095,0.8,25,2,0,0,0,1,0,0,1,1,0
3.900000095,0.78125,30,1,0,0,0,1,0,0,1,0,0
3.599999905,0.695652174,27,6,0,0,0,1,0,0,1,0,0
3.900000095,0.388888889,36,1,0,0,0,1,0,0,1,0,0
1.799999952,0.236486487,24.89999962,2,0,0,1,1,0,0,1,0,0
3.099999905,0.518518519,21.60000038,3,0,0,1,1,0,0,1,0,0
3.200000048,0.615384615,36,3,0,1,1,1,0,0,1,0,0
1.799999952,0.4,27.79999924,5,0,0,1,1,0,0,1,0,0
3.200000048,0.8,44,5,1,0,1,1,1,0,0,1,1
4.300000191,0.744827586,32,2,0,0,1,1,0,0,1,0,0
10.60000038,0.663636364,30,1,0,1,0,1,1,0,0,0,0
3.200000048,0.747826087,28.79999924,2,0,0,1,1,0,0,1,0,0
4.300000191,0.746666667,48.29999924,2,0,1,1,1,0,0,1,0,0
10.60000038,0.631578947,31.20000076,2,0,0,1,1,0,0,1,0,0
3.200000048,0.574468085,29.70000076,1,0,0,1,1,0,0,1,0,0
10.60000038,0.090909091,11.30000019,1,0,0,1,1,1,0,0,0,0
3.200000048,0.681818182,41,3,0,0,1,1,1,0,0,0,0
3.200000048,0.7,34.40000153,1,0,0,1,0,0,0,1,0,0
3.099999905,0.490196078,36.20000076,2,0,0,0,1,0,0,1,0,0
4.300000191,0.352941177,33.20000076,2,0,0,1,1,1,0,0,0,0
4.300000191,0.586797066,28.5,2,0,0,1,1,0,0,1,0,0
3.200000048,0.75,32.29999924,2,0,0,1,1,0,0,1,0,0
3.200000048,0.799145299,40.40000153,1,0,1,1,1,0,0,1,0,0
3.099999905,0.896226415,31.60000038,1,0,0,1,1,0,0,1,1,0
3.099999905,0.8,34.79999924,1,0,0,1,1,0,0,1,1,0
3.200000048,0.740740741,28.79999924,4,0,0,0,1,0,0,1,0,0
3.200000048,0.6875,35.79999924,1,0,0,1,1,0,0,1,0,0
3.900000095,0.74,29,1,0,0,1,1,0,0,1,0,0
3.900000095,0.900900901,35,2,0,0,0,1,0,0,1,0,0
3.900000095,0.775757576,34,2,1,0,0,1,0,0,1,0,0
3.099999905,0.745454546,36,1,0,0,1,1,0,0,1,0,0
10.60000038,0.725609756,27,6,1,0,0,1,0,0,1,0,1
3.099999905,0.492957747,34,2,0,0,1,1,1,0,0,0,0
2,0.887804878,45,6,1,0,1,1,0,0,1,1,1
1.799999952,0.85,32,6,0,0,1,0,0,0,1,0,0
3.099999905,0.785714286,33,1,0,0,0,1,0,0,1,0,0
3.200000048,0.902255639,49,6,1,0,0,0,1,0,0,0,1
3.200000048,0.851612903,46,6,1,0,1,0,0,1,0,0,0
1.799999952,0.802197802,35,1,0,0,1,0,0,1,0,0,0
3.200000048,0.774193548,35,6,0,0,0,1,0,0,1,0,0
10.60000038,0.775,22,2,0,0,0,1,1,0,0,0,0
4.300000191,0.698412698,39,1,0,1,1,1,0,1,0,0,0
3.900000095,0.615384615,46,2,0,0,0,1,0,0,1,0,0
1.799999952,0.790697674,38,1,0,0,0,0,0,0,1,0,0
3.900000095,0.8,27,2,0,0,0,1,0,0,1,0,0
1.799999952,0.788059702,38,2,0,0,1,1,0,0,1,0,0
2,0.451612903,22,1,0,0,1,1,0,0,1,0,0
3.200000048,0.84516129,38,2,0,0,0,1,0,1,0,0,0
3.099999905,0.684210526,37,1,0,0,0,1,0,0,1,0,0
3.900000095,0.853846154,37,1,0,0,0,1,0,0,1,0,0
1.799999952,0.76,28,2,0,0,1,1,0,0,1,0,0
3.099999905,0.692307692,25,1,0,0,0,1,0,0,1,0,0
3.200000048,0.208333333,26,1,0,0,0,1,0,0,1,0,0
4.300000191,0.9375,27,1,0,0,0,1,0,0,1,0,0
3.200000048,0.715384615,38,1,0,0,0,0,0,1,0,0,0
2,0.751515152,35,1,0,0,1,1,0,0,1,0,0
3.200000048,0.798245614,25,5,0,0,1,1,0,0,1,0,0
3.900000095,0.796261682,38,2,0,0,1,1,0,0,1,0,0
1.799999952,0.875,37,1,0,0,1,0,0,0,1,0,0
3.900000095,0.620689655,27,2,0,0,1,1,0,0,1,0,0
3.200000048,0.787564767,24,2,0,0,1,1,0,0,1,0,0
10.60000038,0.675,36,1,0,0,0,1,0,0,1,0,0
1.799999952,0.619469027,23,1,0,0,1,1,0,0,1,0,0
10.60000038,0.713333333,33,1,0,0,0,1,0,0,1,0,0
3.200000048,0.6,28,1,0,1,1,0,0,0,1,0,0
